Tag;Datum;Uhrzeit;Team (H);Team (A);Tore (H);Tore (A);HZ-Tore (H);HZ-Tore (A);;;;;;;;;;;;;;;;;;;;;;;;
Sa;20040918;15:30;Werder Bremen;Hannover 96;3;0;1;0;1'0;20;2'0;78;3'0;88;;;;;;;;;;;;;;;;;;
So;20040919;17:30;SC Freiburg;VfL Bochum;1;1;0;0;0'1;55;1'1;58;;;;;;;;;;;;;;;;;;;;
So;20040919;17:30;Hertha BSC;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20040925;15:30;Bayern München;SC Freiburg;3;1;2;1;0'1;3;1'1;19;2'1;45;3'1;70;;;;;;;;;;;;;;;;
Sa;20040925;15:30;VfL Bochum;Werder Bremen;1;4;0;0;0'1;54;1'1;68;1'2;70;1'3;88;1'4;89;;;;;;;;;;;;;;
Sa;20040925;15:30;Hannover 96;FC Schalke 04;1;0;0;0;1'0;83;;;;;;;;;;;;;;;;;;;;;;
Sa;20040925;15:30;Bor. Mönchengladbach;Hansa Rostock;2;2;2;0;1'0;18;2'0;30;2'1;52;2'2;59;;;;;;;;;;;;;;;;
Sa;20040925;15:30;VfL Wolfsburg;1. FC Kaiserslautern;2;1;1;0;1'0;13;1'1;82;2'1;90;;;;;;;;;;;;;;;;;;
Sa;20040925;15:30;VfB Stuttgart;Bayer 04 Leverkusen;3;0;2;0;1'0;12;2'0;42;3'0;90;;;;;;;;;;;;;;;;;;
Sa;20040925;15:30;1. FC Nürnberg;Arminia Bielefeld;1;2;0;1;0'1;18;0'2;64;1'2;76;;;;;;;;;;;;;;;;;;
So;20040926;17:30;1. FSV Mainz 05;Borussia Dortmund;1;1;0;1;0'1;8;1'1;55;;;;;;;;;;;;;;;;;;;;
So;20040926;17:30;Hamburger SV;Hertha BSC;2;1;1;1;1'0;3;1'1;11;2'1;80;;;;;;;;;;;;;;;;;;
Di;20040928;18:00;Hannover 96;Arminia Bielefeld;0;1;0;0;0'1;79;;;;;;;;;;;;;;;;;;;;;;
Sa;20041002;15:30;1. FC Kaiserslautern;Hertha BSC;0;2;0;1;0'1;18;0'2;46;;;;;;;;;;;;;;;;;;;;
Sa;20041002;15:30;SC Freiburg;1. FSV Mainz 05;1;2;0;1;0'1;22;1'1;70;1'2;90;;;;;;;;;;;;;;;;;;
Sa;20041002;15:30;Borussia Dortmund;1. FC Nürnberg;2;2;2;2;0'1;23;0'2;25;1'2;27;2'2;45;;;;;;;;;;;;;;;;
Sa;20041002;15:30;Bayer 04 Leverkusen;Hamburger SV;3;0;1;0;1'0;10;2'0;73;3'0;87;;;;;;;;;;;;;;;;;;
Sa;20041002;15:30;VfL Wolfsburg;Bor. Mönchengladbach;2;1;2;1;1'0;13;1'1;15;2'1;43;;;;;;;;;;;;;;;;;;
Sa;20041002;15:30;Hansa Rostock;Hannover 96;1;3;0;2;0'1;14;0'2;23;0'3;85;1'3;89;;;;;;;;;;;;;;;;
Sa;20041002;15:30;Werder Bremen;Bayern München;1;2;0;1;0'1;19;0'2;75;1'2;81;;;;;;;;;;;;;;;;;;
So;20041003;17:30;Arminia Bielefeld;VfB Stuttgart;0;2;0;1;0'1;43;0'2;90;;;;;;;;;;;;;;;;;;;;
So;20041003;17:30;FC Schalke 04;VfL Bochum;3;2;3;0;1'0;9;2'0;13;3'0;44;3'1;49;3'2;65;;;;;;;;;;;;;;
Sa;20041016;15:30;1. FSV Mainz 05;Werder Bremen;2;1;0;0;0'1;56;1'1;83;2'1;90;;;;;;;;;;;;;;;;;;
Sa;20041016;15:30;Bayern München;FC Schalke 04;0;1;0;0;0'1;76;;;;;;;;;;;;;;;;;;;;;;
Sa;20041016;15:30;VfL Bochum;Hansa Rostock;0;1;0;0;0'1;75;;;;;;;;;;;;;;;;;;;;;;
Sa;20041016;15:30;Hertha BSC;Bayer 04 Leverkusen;3;1;1;0;1'0;38;2'0;52;2'1;54;3'1;79;;;;;;;;;;;;;;;;
Sa;20041016;15:30;Hamburger SV;Arminia Bielefeld;0;2;0;0;0'1;57;0'2;65;;;;;;;;;;;;;;;;;;;;
Sa;20041016;15:30;VfB Stuttgart;Borussia Dortmund;2;0;0;0;1'0;53;2'0;69;;;;;;;;;;;;;;;;;;;;
Sa;20041016;15:30;1. FC Nürnberg;SC Freiburg;3;0;1;0;1'0;26;2'0;49;3'0;56;;;;;;;;;;;;;;;;;;
So;20041017;17:30;Hannover 96;VfL Wolfsburg;3;0;1;0;1'0;7;2'0;64;3'0;90;;;;;;;;;;;;;;;;;;
So;20041017;17:30;Bor. Mönchengladbach;1. FC Kaiserslautern;2;0;0;0;1'0;54;2'0;78;;;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;1. FC Kaiserslautern;Bayer 04 Leverkusen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;Borussia Dortmund;Hamburger SV;0;2;0;1;0'1;9;0'2;70;;;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;Arminia Bielefeld;Hertha BSC;1;0;1;0;1'0;40;;;;;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;Bor. Mönchengladbach;Hannover 96;0;2;0;2;0'1;17;0'2;35;;;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;VfL Wolfsburg;VfL Bochum;3;0;3;0;1'0;27;2'0;39;3'0;42;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;Hansa Rostock;Bayern München;0;2;0;0;0'1;81;0'2;84;;;;;;;;;;;;;;;;;;;;
Sa;20041023;15:30;Werder Bremen;1. FC Nürnberg;4;1;2;0;1'0;13;2'0;18;2'1;64;3'1;75;4'1;88;;;;;;;;;;;;;;
So;20041024;17:30;SC Freiburg;VfB Stuttgart;2;0;1;0;1'0;35;2'0;90;;;;;;;;;;;;;;;;;;;;
So;20041024;17:30;FC Schalke 04;1. FSV Mainz 05;2;1;1;0;1'0;25;1'1;60;2'1;70;;;;;;;;;;;;;;;;;;
Di;20041026;20:00;Bayern München;VfL Wolfsburg;2;0;2;0;1'0;24;2'0;44;;;;;;;;;;;;;;;;;;;;
Di;20041026;20:00;VfL Bochum;Bor. Mönchengladbach;3;0;0;0;1'0;54;2'0;85;3'0;90;;;;;;;;;;;;;;;;;;
Di;20041026;20:00;Hannover 96;1. FC Kaiserslautern;3;1;1;1;0'1;26;1'1;33;2'1;65;3'1;86;;;;;;;;;;;;;;;;
Di;20041026;20:00;Hertha BSC;Borussia Dortmund;0;1;0;1;0'1;43;;;;;;;;;;;;;;;;;;;;;;
Mi;20041027;20:00;1. FSV Mainz 05;Hansa Rostock;3;1;0;0;1'0;53;2'0;69;2'1;80;3'1;90;;;;;;;;;;;;;;;;
Mi;20041027;20:00;Bayer 04 Leverkusen;Arminia Bielefeld;3;2;0;1;0'1;19;1'1;50;2'1;54;2'2;69;3'2;77;;;;;;;;;;;;;;
Mi;20041027;20:00;Hamburger SV;SC Freiburg;4;0;2;0;1'0;5;2'0;28;3'0;51;4'0;57;;;;;;;;;;;;;;;;
Mi;20041027;20:00;VfB Stuttgart;Werder Bremen;1;2;1;0;1'0;45;1'1;78;1'2;81;;;;;;;;;;;;;;;;;;
Mi;20041027;20:00;1. FC Nürnberg;FC Schalke 04;0;2;0;2;0'1;10;0'2;45;;;;;;;;;;;;;;;;;;;;
Sa;20041030;15:30;SC Freiburg;Hertha BSC;1;3;1;1;1'0;25;1'1;37;1'2;50;1'3;63;;;;;;;;;;;;;;;;
Sa;20041030;15:30;Borussia Dortmund;Bayer 04 Leverkusen;1;0;1;0;1'0;41;;;;;;;;;;;;;;;;;;;;;;
Sa;20041030;15:30;Hannover 96;VfL Bochum;3;0;1;0;1'0;16;2'0;64;3'0;88;;;;;;;;;;;;;;;;;;
Sa;20041030;15:30;Bor. Mönchengladbach;Bayern München;2;0;0;0;1'0;49;2'0;83;;;;;;;;;;;;;;;;;;;;
Sa;20041030;15:30;VfL Wolfsburg;1. FSV Mainz 05;4;3;2;2;0'1;15;0'2;16;1'2;44;2'2;45;3'2;57;4'2;62;4'3;75;;;;;;;;;;
Sa;20041030;15:30;FC Schalke 04;VfB Stuttgart;3;2;3;2;1'0;1;2'0;2;3'0;24;3'1;30;3'2;32;;;;;;;;;;;;;;
Sa;20041030;15:30;Werder Bremen;Hamburger SV;1;1;0;1;0'1;22;1'1;73;;;;;;;;;;;;;;;;;;;;
So;20041031;17:30;1. FC Kaiserslautern;Arminia Bielefeld;2;1;0;0;0'1;79;1'1;80;2'1;90;;;;;;;;;;;;;;;;;;
So;20041031;17:30;Hansa Rostock;1. FC Nürnberg;0;2;0;0;0'1;56;0'2;59;;;;;;;;;;;;;;;;;;;;
Sa;20041106;15:30;1. FSV Mainz 05;Bor. Mönchengladbach;1;1;0;1;0'1;13;1'1;57;;;;;;;;;;;;;;;;;;;;
Sa;20041106;15:30;Bayern München;Hannover 96;3;0;1;0;1'0;3;2'0;80;3'0;90;;;;;;;;;;;;;;;;;;
Sa;20041106;15:30;VfL Bochum;1. FC Kaiserslautern;1;1;0;1;0'1;26;1'1;62;;;;;;;;;;;;;;;;;;;;
Sa;20041106;15:30;Arminia Bielefeld;Borussia Dortmund;1;0;1;0;1'0;9;;;;;;;;;;;;;;;;;;;;;;
Sa;20041106;15:30;Bayer 04 Leverkusen;SC Freiburg;4;1;0;1;0'1;29;1'1;49;2'1;53;3'1;88;4'1;90;;;;;;;;;;;;;;
Sa;20041106;15:30;Hertha BSC;Werder Bremen;1;1;0;0;0'1;80;1'1;90;;;;;;;;;;;;;;;;;;;;
Sa;20041106;15:30;1. FC Nürnberg;VfL Wolfsburg;4;0;3;0;1'0;1;2'0;28;3'0;45;4'0;49;;;;;;;;;;;;;;;;
So;20041107;17:30;Hamburger SV;FC Schalke 04;1;2;0;0;1'0;47;1'1;79;1'2;81;;;;;;;;;;;;;;;;;;
So;20041107;17:30;VfB Stuttgart;Hansa Rostock;4;0;2;0;1'0;6;2'0;38;3'0;56;4'0;80;;;;;;;;;;;;;;;;
Sa;20041113;15:30;1. FC Kaiserslautern;Borussia Dortmund;1;0;0;0;1'0;71;;;;;;;;;;;;;;;;;;;;;;
Sa;20041113;15:30;SC Freiburg;Arminia Bielefeld;2;3;2;2;1'0;15;1'1;16;1'2;20;2'2;38;2'3;86;;;;;;;;;;;;;;
Sa;20041113;15:30;Hannover 96;1. FSV Mainz 05;2;0;1;0;1'0;34;2'0;50;;;;;;;;;;;;;;;;;;;;
Sa;20041113;15:30;Bor. Mönchengladbach;1. FC Nürnberg;2;1;1;0;1'0;19;2'0;73;2'1;90;;;;;;;;;;;;;;;;;;
Sa;20041113;15:30;VfL Wolfsburg;VfB Stuttgart;3;0;1;0;1'0;42;2'0;69;3'0;76;;;;;;;;;;;;;;;;;;
Sa;20041113;15:30;FC Schalke 04;Hertha BSC;1;3;0;1;0'1;42;1'1;50;1'2;71;1'3;83;;;;;;;;;;;;;;;;
Sa;20041113;15:30;Werder Bremen;Bayer 04 Leverkusen;2;2;1;0;1'0;19;1'1;51;1'2;54;2'2;72;;;;;;;;;;;;;;;;
So;20041114;17:30;VfL Bochum;Bayern München;1;3;0;0;1'0;66;1'1;76;1'2;81;1'3;82;;;;;;;;;;;;;;;;
So;20041114;17:30;Hansa Rostock;Hamburger SV;0;6;0;3;0'1;20;0'2;35;0'3;42;0'4;47;0'5;63;0'6;82;;;;;;;;;;;;
Sa;20041120;15:30;1. FSV Mainz 05;VfL Bochum;1;0;1;0;1'0;19;;;;;;;;;;;;;;;;;;;;;;
Sa;20041120;15:30;Bayern München;1. FC Kaiserslautern;3;1;2;1;0'1;7;1'1;12;2'1;26;3'1;64;;;;;;;;;;;;;;;;
Sa;20041120;15:30;Borussia Dortmund;SC Freiburg;2;0;1;0;1'0;3;2'0;81;;;;;;;;;;;;;;;;;;;;
Sa;20041120;15:30;Arminia Bielefeld;Werder Bremen;2;1;1;0;1'0;45;2'0;77;2'1;83;;;;;;;;;;;;;;;;;;
Sa;20041120;15:30;Bayer 04 Leverkusen;FC Schalke 04;0;3;0;2;0'1;27;0'2;37;0'3;71;;;;;;;;;;;;;;;;;;
Sa;20041120;15:30;Hertha BSC;Hansa Rostock;1;1;0;1;0'1;36;1'1;90;;;;;;;;;;;;;;;;;;;;
Sa;20041120;15:30;VfB Stuttgart;Bor. Mönchengladbach;1;0;0;0;1'0;56;;;;;;;;;;;;;;;;;;;;;;
So;20041121;17:30;Hamburger SV;VfL Wolfsburg;3;1;2;1;0'1;1;1'1;40;2'1;45;3'1;90;;;;;;;;;;;;;;;;
So;20041121;17:30;1. FC Nürnberg;Hannover 96;1;1;0;0;0'1;56;1'1;81;;;;;;;;;;;;;;;;;;;;
Sa;20041127;15:30;1. FC Kaiserslautern;SC Freiburg;3;0;1;0;1'0;44;2'0;70;3'0;87;;;;;;;;;;;;;;;;;;
Sa;20041127;15:30;Bayern München;1. FSV Mainz 05;4;2;3;0;1'0;13;2'0;34;3'0;45;3'1;83;4'1;88;4'2;90;;;;;;;;;;;;
Sa;20041127;15:30;VfL Bochum;1. FC Nürnberg;3;1;2;0;1'0;23;2'0;44;3'0;49;3'1;65;;;;;;;;;;;;;;;;
Sa;20041127;15:30;Bor. Mönchengladbach;Hamburger SV;1;3;0;2;0'1;40;0'2;44;1'2;46;1'3;81;;;;;;;;;;;;;;;;
Sa;20041127;15:30;VfL Wolfsburg;Hertha BSC;2;3;0;1;0'1;16;0'2;47;1'2;50;2'2;68;2'3;74;;;;;;;;;;;;;;
Sa;20041127;15:30;Hansa Rostock;Bayer 04 Leverkusen;0;2;0;1;0'1;36;0'2;63;;;;;;;;;;;;;;;;;;;;
Sa;20041127;15:30;Werder Bremen;Borussia Dortmund;2;0;1;0;1'0;34;2'0;57;;;;;;;;;;;;;;;;;;;;
So;20041128;17:30;Hannover 96;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
So;20041128;17:30;FC Schalke 04;Arminia Bielefeld;2;1;2;1;0'1;20;1'1;28;2'1;38;;;;;;;;;;;;;;;;;;
Sa;20041204;15:30;SC Freiburg;Werder Bremen;0;6;0;3;0'1;22;0'2;25;0'3;28;0'4;58;0'5;63;0'6;87;;;;;;;;;;;;
Sa;20041204;15:30;Arminia Bielefeld;Hansa Rostock;1;1;0;0;0'1;52;1'1;64;;;;;;;;;;;;;;;;;;;;
Sa;20041204;15:30;Bayer 04 Leverkusen;VfL Wolfsburg;2;1;0;1;0'1;4;1'1;46;2'1;89;;;;;;;;;;;;;;;;;;
Sa;20041204;15:30;Hertha BSC;Bor. Mönchengladbach;6;0;1;0;1'0;38;2'0;54;3'0;63;4'0;71;5'0;78;6'0;81;;;;;;;;;;;;
Sa;20041204;15:30;Hamburger SV;Hannover 96;0;2;0;1;0'1;20;0'2;59;;;;;;;;;;;;;;;;;;;;
Sa;20041204;15:30;VfB Stuttgart;VfL Bochum;5;2;2;1;1'0;5;2'0;23;2'1;33;2'2;59;3'2;69;4'2;75;5'2;81;;;;;;;;;;
Sa;20041204;15:30;1. FC Nürnberg;Bayern München;2;2;1;1;1'0;23;1'1;26;1'2;60;2'2;74;;;;;;;;;;;;;;;;
So;20041205;17:30;1. FC Kaiserslautern;1. FSV Mainz 05;2;0;1;0;1'0;19;2'0;59;;;;;;;;;;;;;;;;;;;;
So;20041205;17:30;Borussia Dortmund;FC Schalke 04;0;1;0;1;0'1;17;;;;;;;;;;;;;;;;;;;;;;
Sa;20041211;15:30;1. FSV Mainz 05;1. FC Nürnberg;0;1;0;1;0'1;10;;;;;;;;;;;;;;;;;;;;;;
Sa;20041211;15:30;Bayern München;VfB Stuttgart;2;2;0;1;0'1;29;0'2;65;1'2;68;2'2;88;;;;;;;;;;;;;;;;
Sa;20041211;15:30;VfL Bochum;Hamburger SV;1;2;0;2;0'1;26;0'2;34;1'2;84;;;;;;;;;;;;;;;;;;
Sa;20041211;15:30;Hannover 96;Hertha BSC;0;1;0;0;0'1;54;;;;;;;;;;;;;;;;;;;;;;
Sa;20041211;15:30;Hansa Rostock;Borussia Dortmund;1;1;1;1;1'0;31;1'1;40;;;;;;;;;;;;;;;;;;;;
Sa;20041211;15:30;FC Schalke 04;SC Freiburg;1;1;1;0;1'0;24;1'1;86;;;;;;;;;;;;;;;;;;;;
Sa;20041211;15:30;Werder Bremen;1. FC Kaiserslautern;1;1;0;0;0'1;49;1'1;59;;;;;;;;;;;;;;;;;;;;
So;20041212;17:30;Bor. Mönchengladbach;Bayer 04 Leverkusen;1;1;0;0;0'1;58;1'1;68;;;;;;;;;;;;;;;;;;;;
So;20041212;17:30;VfL Wolfsburg;Arminia Bielefeld;5;0;4;0;1'0;14;2'0;26;3'0;37;4'0;40;5'0;67;;;;;;;;;;;;;;
Fr;20050121;20:30;Bayern München;Hamburger SV;3;0;1;0;1'0;22;2'0;48;3'0;55;;;;;;;;;;;;;;;;;;
Sa;20050122;15:30;1. FC Nürnberg;1. FC Kaiserslautern;1;3;0;0;0'1;51;0'2;60;1'2;67;1'3;83;;;;;;;;;;;;;;;;
Sa;20050122;15:30;Hansa Rostock;SC Freiburg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20050122;15:30;VfL Wolfsburg;Borussia Dortmund;1;2;0;0;0'1;55;0'2;60;1'2;82;;;;;;;;;;;;;;;;;;
Sa;20050122;15:30;Bor. Mönchengladbach;Arminia Bielefeld;1;0;0;0;1'0;53;;;;;;;;;;;;;;;;;;;;;;
Sa;20050122;15:30;1. FSV Mainz 05;VfB Stuttgart;2;3;1;0;1'0;13;1'1;50;1'2;54;1'3;66;2'3;90;;;;;;;;;;;;;;
Sa;20050122;15:30;FC Schalke 04;Werder Bremen;2;1;0;0;1'0;48;1'1;51;2'1;67;;;;;;;;;;;;;;;;;;
So;20050123;17:30;Hannover 96;Bayer 04 Leverkusen;0;3;0;2;0'1;18;0'2;36;0'3;58;;;;;;;;;;;;;;;;;;
So;20050123;17:30;VfL Bochum;Hertha BSC;2;2;1;2;0'1;3;0'2;18;1'2;42;2'2;80;;;;;;;;;;;;;;;;
Sa;20050129;15:30;Hamburger SV;1. FSV Mainz 05;2;1;1;1;1'0;32;1'1;40;2'1;80;;;;;;;;;;;;;;;;;;
Sa;20050129;15:30;Bayer 04 Leverkusen;VfL Bochum;4;0;2;0;1'0;28;2'0;31;3'0;70;4'0;78;;;;;;;;;;;;;;;;
Sa;20050129;15:30;Arminia Bielefeld;Hannover 96;0;1;0;1;0'1;30;;;;;;;;;;;;;;;;;;;;;;
Sa;20050129;15:30;Borussia Dortmund;Bor. Mönchengladbach;1;1;1;0;1'0;29;1'1;49;;;;;;;;;;;;;;;;;;;;
Sa;20050129;15:30;SC Freiburg;VfL Wolfsburg;1;0;0;0;1'0;57;;;;;;;;;;;;;;;;;;;;;;
Sa;20050129;15:30;1. FC Kaiserslautern;FC Schalke 04;2;0;0;0;1'0;56;2'0;74;;;;;;;;;;;;;;;;;;;;
Sa;20050129;15:30;VfB Stuttgart;1. FC Nürnberg;2;4;0;2;0'1;6;0'2;11;1'2;52;2'2;70;2'3;83;2'4;85;;;;;;;;;;;;
So;20050130;17:30;Hertha BSC;Bayern München;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
So;20050130;17:30;Werder Bremen;Hansa Rostock;3;2;2;1;1'0;5;2'0;31;2'1;45;3'1;62;3'2;63;;;;;;;;;;;;;;
Sa;20050205;15:30;VfB Stuttgart;1. FC Kaiserslautern;1;1;1;0;1'0;15;1'1;61;;;;;;;;;;;;;;;;;;;;
Sa;20050205;15:30;Hannover 96;Borussia Dortmund;1;3;0;2;0'1;6;0'2;30;0'3;56;1'3;72;;;;;;;;;;;;;;;;
Sa;20050205;15:30;VfL Bochum;Arminia Bielefeld;1;1;1;1;1'0;19;1'1;30;;;;;;;;;;;;;;;;;;;;
Sa;20050205;15:30;Bayern München;Bayer 04 Leverkusen;2;0;1;0;1'0;45;2'0;68;;;;;;;;;;;;;;;;;;;;
Sa;20050205;15:30;1. FSV Mainz 05;Hertha BSC;0;3;0;1;0'1;26;0'2;69;0'3;76;;;;;;;;;;;;;;;;;;
Sa;20050205;15:30;1. FC Nürnberg;Hamburger SV;1;3;0;1;0'1;31;0'2;53;1'2;82;1'3;90;;;;;;;;;;;;;;;;
Sa;20050205;15:30;Hansa Rostock;FC Schalke 04;2;2;0;1;0'1;25;1'1;66;2'1;73;2'2;90;;;;;;;;;;;;;;;;
So;20050206;17:30;Bor. Mönchengladbach;SC Freiburg;3;2;2;1;0'1;13;1'1;25;2'1;30;3'1;49;3'2;60;;;;;;;;;;;;;;
So;20050206;17:30;VfL Wolfsburg;Werder Bremen;2;3;1;0;1'0;26;2'0;50;2'1;50;2'2;59;2'3;87;;;;;;;;;;;;;;
Sa;20050212;15:30;Borussia Dortmund;VfL Bochum;1;0;1;0;1'0;21;;;;;;;;;;;;;;;;;;;;;;
Sa;20050212;15:30;SC Freiburg;Hannover 96;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20050212;15:30;Werder Bremen;Bor. Mönchengladbach;2;0;1;0;1'0;29;2'0;88;;;;;;;;;;;;;;;;;;;;
Sa;20050212;15:30;FC Schalke 04;VfL Wolfsburg;3;0;2;0;1'0;12;2'0;35;3'0;86;;;;;;;;;;;;;;;;;;
Sa;20050212;15:30;1. FC Kaiserslautern;Hansa Rostock;2;1;1;0;1'0;4;2'0;51;2'1;83;;;;;;;;;;;;;;;;;;
Sa;20050212;15:30;Hamburger SV;VfB Stuttgart;2;1;1;1;0'1;15;1'1;17;2'1;54;;;;;;;;;;;;;;;;;;
Sa;20050212;15:30;Hertha BSC;1. FC Nürnberg;2;1;1;0;1'0;30;1'1;79;2'1;90;;;;;;;;;;;;;;;;;;
So;20050213;17:30;Bayer 04 Leverkusen;1. FSV Mainz 05;2;0;0;0;1'0;64;2'0;69;;;;;;;;;;;;;;;;;;;;
So;20050213;17:30;Arminia Bielefeld;Bayern München;3;1;1;0;1'0;23;2'0;61;2'1;80;3'1;83;;;;;;;;;;;;;;;;
Sa;20050219;15:30;Hamburger SV;1. FC Kaiserslautern;2;1;2;0;1'0;29;2'0;40;2'1;52;;;;;;;;;;;;;;;;;;
Sa;20050219;15:30;VfL Bochum;SC Freiburg;3;1;1;0;1'0;35;2'0;56;2'1;80;3'1;83;;;;;;;;;;;;;;;;
Sa;20050219;15:30;Bayern München;Borussia Dortmund;5;0;4;0;1'0;5;2'0;7;3'0;28;4'0;34;5'0;54;;;;;;;;;;;;;;
Sa;20050219;15:30;1. FSV Mainz 05;Arminia Bielefeld;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20050219;15:30;1. FC Nürnberg;Bayer 04 Leverkusen;2;4;1;2;0'1;2;1'1;29;1'2;32;2'2;53;2'3;59;2'4;79;;;;;;;;;;;;
Sa;20050219;15:30;VfL Wolfsburg;Hansa Rostock;4;0;2;0;1'0;4;2'0;6;3'0;63;4'0;82;;;;;;;;;;;;;;;;
Sa;20050219;15:30;Hannover 96;Werder Bremen;1;4;1;2;0'1;5;0'2;7;1'2;38;1'3;62;1'4;85;;;;;;;;;;;;;;
So;20050220;17:30;VfB Stuttgart;Hertha BSC;1;0;1;0;1'0;10;;;;;;;;;;;;;;;;;;;;;;
So;20050220;17:30;Bor. Mönchengladbach;FC Schalke 04;1;3;1;1;1'0;38;1'1;44;1'2;66;1'3;79;;;;;;;;;;;;;;;;
Sa;20050226;15:30;Borussia Dortmund;1. FSV Mainz 05;3;0;1;0;1'0;28;2'0;54;3'0;74;;;;;;;;;;;;;;;;;;
Sa;20050226;15:30;SC Freiburg;Bayern München;0;1;0;0;0'1;52;;;;;;;;;;;;;;;;;;;;;;
Sa;20050226;15:30;Werder Bremen;VfL Bochum;4;0;1;0;1'0;45;2'0;49;3'0;53;4'0;73;;;;;;;;;;;;;;;;
Sa;20050226;15:30;Hansa Rostock;Bor. Mönchengladbach;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20050226;15:30;1. FC Kaiserslautern;VfL Wolfsburg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20050226;15:30;Hertha BSC;Hamburger SV;4;1;3;0;1'0;3;2'0;17;3'0;31;3'1;77;4'1;82;;;;;;;;;;;;;;
Sa;20050226;15:30;Arminia Bielefeld;1. FC Nürnberg;3;1;2;1;1'0;6;2'0;19;2'1;30;3'1;73;;;;;;;;;;;;;;;;
So;20050227;17:30;FC Schalke 04;Hannover 96;1;0;0;0;1'0;65;;;;;;;;;;;;;;;;;;;;;;
So;20050227;17:30;Bayer 04 Leverkusen;VfB Stuttgart;1;1;0;0;1'0;80;1'1;89;;;;;;;;;;;;;;;;;;;;
Sa;20050305;15:30;1. FSV Mainz 05;SC Freiburg;5;0;3;0;1'0;23;2'0;26;3'0;42;4'0;71;5'0;82;;;;;;;;;;;;;;
Sa;20050305;15:30;VfB Stuttgart;Arminia Bielefeld;2;1;0;0;1'0;47;2'0;74;2'1;76;;;;;;;;;;;;;;;;;;
Sa;20050305;15:30;Hamburger SV;Bayer 04 Leverkusen;1;0;1;0;1'0;22;;;;;;;;;;;;;;;;;;;;;;
Sa;20050305;15:30;Bor. Mönchengladbach;VfL Wolfsburg;1;0;0;0;1'0;87;;;;;;;;;;;;;;;;;;;;;;
Sa;20050305;15:30;Hannover 96;Hansa Rostock;0;1;0;1;0'1;28;;;;;;;;;;;;;;;;;;;;;;
Sa;20050305;15:30;VfL Bochum;FC Schalke 04;0;2;0;1;0'1;30;0'2;77;;;;;;;;;;;;;;;;;;;;
Sa;20050305;15:30;Bayern München;Werder Bremen;1;0;1;0;1'0;7;;;;;;;;;;;;;;;;;;;;;;
So;20050306;17:30;Hertha BSC;1. FC Kaiserslautern;1;1;0;0;0'1;50;1'1;85;;;;;;;;;;;;;;;;;;;;
So;20050306;17:30;1. FC Nürnberg;Borussia Dortmund;2;2;0;0;0'1;62;1'1;76;1'2;86;2'2;89;;;;;;;;;;;;;;;;
Sa;20050312;15:30;Werder Bremen;1. FSV Mainz 05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;20050312;15:30;Hansa Rostock;VfL Bochum;3;1;1;0;1'0;37;2'0;49;3'0;53;3'1;71;;;;;;;;;;;;;;;;
Sa;20050312;15:30;VfL Wolfsburg;Hannover 96;1;0;1;0;1'0;6;;;;;;;;;;;;;;;;;;;;;;
Sa;20050312;15:30;1. FC Kaiserslautern;Bor. Mönchengladbach;1;0;1;0;1'0;45;;;;;;;;;;;;;;;;;;;;;;
Sa;20050312;15:30;Bayer 04 Leverkusen;Hertha BSC;3;3;2;2;1'0;5;2'0;12;2'1;24;2'2;29;2'3;62;3'3;84;;;;;;;;;;;;
Sa;20050312;15:30;Arminia Bielefeld;Hamburger SV;3;4;2;3;0'1;2;1'1;21;2'1;27;2'2;38;2'3;43;2'4;71;3'4;87;;;;;;;;;;
Sa;20050312;15:30;SC Freiburg;1. FC Nürnberg;2;3;1;1;1'0;7;1'1;23;2'1;59;2'2;86;2'3;90;;;;;;;;;;;;;;
So;20050313;17:30;FC Schalke 04;Bayern München;1;0;0;0;1'0;69;;;;;;;;;;;;;;;;;;;;;;
So;20050313;17:30;Borussia Dortmund;VfB Stuttgart;0;2;0;1;0'1;43;0'2;90;;;;;;;;;;;;;;;;;;;;
Sa;20050319;15:30;Bayer 04 Leverkusen;1. FC Kaiserslautern;2;0;1;0;1'0;12;2'0;46;;;;;;;;;;;;;;;;;;;;
Sa;20050319;15:30;Hamburger SV;Borussia Dortmund;2;3;1;1;0'1;10;1'1;30;2'1;57;2'2;61;2'3;87;;;;;;;;;;;;;;
