Tag;Datum;Uhrzeit;Team (H);Team (A);Tore (H);Tore (A);HZ-Tore (H);HZ-Tore (A);;;;;;;;;;;;;;;;;;;;;;;;
Sa;19750614;15:30;Eintracht Braunschweig;Eintracht Frankfurt;2;0;0;0;1'0;58;2'0;67;;;;;;;;;;;;;;;;;;;;
Sa;19750614;15:30;Hertha BSC;VfL Bochum;4;2;3;0;1'0;8;2'0;28;3'0;45;4'0;64;4'1;77;4'2;82;;;;;;;;;;;;
Sa;19750614;15:30;FC Schalke 04;Tennis Borussia Berlin;3;0;1;0;1'0;36;2'0;60;3'0;82;;;;;;;;;;;;;;;;;;
Sa;19750614;15:30;VfB Stuttgart;Rot-Weiss Essen;3;2;3;1;1'0;24;1'1;27;2'1;32;3'1;40;3'2;52;;;;;;;;;;;;;;
Sa;19750614;15:30;Wuppertaler SV;1. FC Kaiserslautern;3;3;1;3;1'0;10;1'1;17;1'2;25;1'3;41;2'3;62;3'3;80;;;;;;;;;;;;
Sa;19750614;15:30;1. FC Köln;MSV Duisburg;4;2;3;2;0'1;11;1'1;15;2'1;22;3'1;33;3'2;44;4'2;62;;;;;;;;;;;;
Sa;19750809;15:30;Hannover 96;Bor. Mönchengladbach;3;3;2;2;0'1;7;1'1;20;1'2;34;2'2;43;2'3;66;3'3;72;;;;;;;;;;;;
Sa;19750809;15:30;Bayern München;Eintracht Braunschweig;1;1;0;1;0'1;44;1'1;83;;;;;;;;;;;;;;;;;;;;
Sa;19750809;15:30;1. FC Kaiserslautern;Kickers Offenbach;2;2;0;0;1'0;52;1'1;56;2'1;71;2'2;79;;;;;;;;;;;;;;;;
Sa;19750809;15:30;Eintracht Frankfurt;Karlsruher SC;0;2;0;1;0'1;70;0'2;85;;;;;;;;;;;;;;;;;;;;
Sa;19750809;15:30;Hamburger SV;FC Schalke 04;4;1;2;1;0'1;24;1'1;40;2'1;42;3'1;56;4'1;80;;;;;;;;;;;;;;
Sa;19750809;15:30;VfL Bochum;Werder Bremen;0;3;0;2;0'1;36;0'2;39;0'3;86;;;;;;;;;;;;;;;;;;
Sa;19750809;15:30;MSV Duisburg;Fortuna Düsseldorf;2;2;0;1;0'1;29;0'2;47;1'2;74;2'2;85;;;;;;;;;;;;;;;;
Sa;19750809;15:30;Rot-Weiss Essen;KFC Uerdingen 05;2;1;2;0;1'0;28;2'0;42;2'1;56;;;;;;;;;;;;;;;;;;
Sa;19750809;15:30;Hertha BSC;1. FC Köln;2;1;1;1;1'0;28;1'1;41;2'1;66;;;;;;;;;;;;;;;;;;
Fr;19750815;20:00;Kickers Offenbach;Hamburger SV;3;2;2;1;1'0;19;1'1;26;2'1;43;3'1;52;3'2;67;;;;;;;;;;;;;;
Fr;19750815;20:00;Werder Bremen;Eintracht Frankfurt;1;2;0;1;0'1;39;0'2;47;1'2;49;;;;;;;;;;;;;;;;;;
Sa;19750816;15:30;Bor. Mönchengladbach;1. FC Kaiserslautern;3;0;1;0;1'0;36;2'0;72;3'0;73;;;;;;;;;;;;;;;;;;
Sa;19750816;15:30;Eintracht Braunschweig;Hertha BSC;5;2;2;0;1'0;9;2'0;22;3'0;47;3'1;50;3'2;57;4'2;59;5'2;70;;;;;;;;;;
Sa;19750816;15:30;FC Schalke 04;MSV Duisburg;5;1;2;0;1'0;26;2'0;40;3'0;55;4'0;56;5'0;63;5'1;70;;;;;;;;;;;;
Sa;19750816;15:30;KFC Uerdingen 05;VfL Bochum;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19750816;15:30;Fortuna Düsseldorf;Rot-Weiss Essen;5;2;2;1;0'1;3;1'1;12;2'1;34;3'1;53;4'1;65;4'2;76;5'2;90;;;;;;;;;;
Sa;19750816;15:30;1. FC Köln;Hannover 96;2;1;1;1;0'1;16;1'1;33;2'1;47;;;;;;;;;;;;;;;;;;
Sa;19750816;15:30;Karlsruher SC;Bayern München;1;2;0;1;0'1;37;1'1;53;1'2;57;;;;;;;;;;;;;;;;;;
Fr;19750822;20:00;Bayern München;Werder Bremen;4;0;0;0;1'0;51;2'0;65;3'0;71;4'0;75;;;;;;;;;;;;;;;;
Fr;19750822;20:00;1. FC Kaiserslautern;Hannover 96;2;2;0;1;0'1;37;1'1;54;2'1;81;2'2;90;;;;;;;;;;;;;;;;
Sa;19750823;15:30;Hamburger SV;Bor. Mönchengladbach;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19750823;15:30;Hertha BSC;Karlsruher SC;1;1;0;0;1'0;58;1'1;72;;;;;;;;;;;;;;;;;;;;
Sa;19750823;15:30;MSV Duisburg;Kickers Offenbach;6;2;2;1;0'1;6;1'1;19;2'1;31;3'1;57;4'1;69;5'1;70;6'1;73;6'2;76;;;;;;;;
Sa;19750823;15:30;Eintracht Frankfurt;KFC Uerdingen 05;3;1;0;1;0'1;10;1'1;54;2'1;77;3'1;86;;;;;;;;;;;;;;;;
Sa;19750823;15:30;Rot-Weiss Essen;FC Schalke 04;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19750823;15:30;VfL Bochum;Fortuna Düsseldorf;0;1;0;1;0'1;41;;;;;;;;;;;;;;;;;;;;;;
Sa;19750823;15:30;Eintracht Braunschweig;1. FC Köln;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Di;19750826;20:00;Bor. Mönchengladbach;MSV Duisburg;3;0;1;0;1'0;4;2'0;62;3'0;77;;;;;;;;;;;;;;;;;;
Mi;19750827;20:00;Werder Bremen;Hertha BSC;3;2;2;1;1'0;22;2'0;30;2'1;40;3'1;55;3'2;59;;;;;;;;;;;;;;
Mi;19750827;20:00;Kickers Offenbach;Rot-Weiss Essen;0;4;0;2;0'1;39;0'2;43;0'3;73;0'4;85;;;;;;;;;;;;;;;;
Mi;19750827;20:00;Fortuna Düsseldorf;Eintracht Frankfurt;1;1;1;1;0'1;15;1'1;88;;;;;;;;;;;;;;;;;;;;
Mi;19750827;20:00;FC Schalke 04;VfL Bochum;1;1;0;0;0'1;55;1'1;83;;;;;;;;;;;;;;;;;;;;
Mi;19750827;20:00;KFC Uerdingen 05;Bayern München;2;1;0;0;0'1;58;1'1;68;2'1;75;;;;;;;;;;;;;;;;;;
Mi;19750827;20:00;Hannover 96;Hamburger SV;1;0;1;0;1'0;2;;;;;;;;;;;;;;;;;;;;;;
Mi;19750827;20:00;Karlsruher SC;Eintracht Braunschweig;0;2;0;1;0'1;11;0'2;80;;;;;;;;;;;;;;;;;;;;
Mi;19750827;20:00;1. FC Köln;1. FC Kaiserslautern;1;1;0;1;0'1;6;1'1;52;;;;;;;;;;;;;;;;;;;;
Sa;19750830;15:30;Rot-Weiss Essen;Bor. Mönchengladbach;1;3;1;2;0'1;13;0'2;30;1'2;39;1'3;55;;;;;;;;;;;;;;;;
Sa;19750830;15:30;Hertha BSC;KFC Uerdingen 05;5;0;3;0;1'0;5;2'0;38;3'0;42;4'0;63;5'0;81;;;;;;;;;;;;;;
Sa;19750830;15:30;VfL Bochum;Kickers Offenbach;5;1;0;1;0'1;40;1'1;53;2'1;56;3'1;62;4'1;64;5'1;85;;;;;;;;;;;;
Sa;19750830;15:30;Eintracht Frankfurt;FC Schalke 04;2;1;1;1;1'0;23;1'1;34;2'1;80;;;;;;;;;;;;;;;;;;
Sa;19750830;15:30;Bayern München;Fortuna Düsseldorf;5;0;2;0;1'0;20;2'0;41;3'0;53;4'0;58;5'0;83;;;;;;;;;;;;;;
Sa;19750830;15:30;MSV Duisburg;Hannover 96;4;3;3;3;0'1;6;1'1;14;1'2;21;1'3;29;2'3;38;3'3;43;4'3;83;;;;;;;;;;
Sa;19750830;15:30;Eintracht Braunschweig;Werder Bremen;3;2;1;0;1'0;34;1'1;62;2'1;74;2'2;86;3'2;90;;;;;;;;;;;;;;
Sa;19750830;15:30;Hamburger SV;1. FC Kaiserslautern;2;0;1;0;1'0;10;2'0;55;;;;;;;;;;;;;;;;;;;;
Sa;19750830;15:30;Karlsruher SC;1. FC Köln;3;1;0;1;0'1;3;1'1;59;2'1;66;3'1;86;;;;;;;;;;;;;;;;
Sa;19750906;15:30;Bor. Mönchengladbach;VfL Bochum;1;1;1;0;1'0;11;1'1;69;;;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;Fortuna Düsseldorf;Hertha BSC;2;1;1;0;1'0;28;1'1;54;2'1;78;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;Kickers Offenbach;Eintracht Frankfurt;2;1;1;0;1'0;45;2'0;88;2'1;90;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;FC Schalke 04;Bayern München;2;2;1;1;1'0;25;1'1;36;2'1;68;2'2;86;;;;;;;;;;;;;;;;
Sa;19750906;15:30;Hannover 96;Rot-Weiss Essen;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;KFC Uerdingen 05;Eintracht Braunschweig;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;1. FC Kaiserslautern;MSV Duisburg;3;0;1;0;1'0;28;2'0;50;3'0;72;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;Werder Bremen;Karlsruher SC;1;0;0;0;1'0;73;;;;;;;;;;;;;;;;;;;;;;
Sa;19750906;15:30;1. FC Köln;Hamburger SV;1;1;1;0;1'0;5;1'1;79;;;;;;;;;;;;;;;;;;;;
Fr;19750912;20:00;MSV Duisburg;Hamburger SV;1;1;1;1;1'0;13;1'1;43;;;;;;;;;;;;;;;;;;;;
Sa;19750913;15:30;Eintracht Frankfurt;Bor. Mönchengladbach;1;1;1;0;1'0;5;1'1;56;;;;;;;;;;;;;;;;;;;;
Sa;19750913;15:30;Hertha BSC;FC Schalke 04;2;1;2;0;1'0;6;2'0;20;2'1;48;;;;;;;;;;;;;;;;;;
Sa;19750913;15:30;Bayern München;Kickers Offenbach;3;1;1;0;1'0;42;2'0;57;3'0;68;3'1;78;;;;;;;;;;;;;;;;
Sa;19750913;15:30;VfL Bochum;Hannover 96;2;0;1;0;1'0;39;2'0;57;;;;;;;;;;;;;;;;;;;;
Sa;19750913;15:30;Eintracht Braunschweig;Fortuna Düsseldorf;3;1;1;1;0'1;7;1'1;17;2'1;75;3'1;81;;;;;;;;;;;;;;;;
Sa;19750913;15:30;Rot-Weiss Essen;1. FC Kaiserslautern;5;1;1;0;1'0;2;2'0;35;3'0;73;3'1;78;4'1;86;5'1;90;;;;;;;;;;;;
Sa;19750913;15:30;Karlsruher SC;KFC Uerdingen 05;1;0;0;0;1'0;63;;;;;;;;;;;;;;;;;;;;;;
Sa;19750913;15:30;Werder Bremen;1. FC Köln;3;2;2;2;0'1;31;0'2;38;1'2;40;2'2;42;3'2;84;;;;;;;;;;;;;;
Fr;19750919;20:00;1. FC Kaiserslautern;VfL Bochum;2;1;0;0;1'0;47;2'0;75;2'1;77;;;;;;;;;;;;;;;;;;
Sa;19750920;15:30;Bor. Mönchengladbach;Bayern München;4;1;1;0;1'0;15;2'0;56;3'0;64;3'1;75;4'1;81;;;;;;;;;;;;;;
Sa;19750920;15:30;Kickers Offenbach;Hertha BSC;2;1;2;0;1'0;30;2'0;44;2'1;59;;;;;;;;;;;;;;;;;;
Sa;19750920;15:30;Hannover 96;Eintracht Frankfurt;3;2;1;0;1'0;16;1'1;56;2'1;61;3'1;69;3'2;86;;;;;;;;;;;;;;
Sa;19750920;15:30;FC Schalke 04;Eintracht Braunschweig;5;1;1;1;0'1;27;1'1;38;2'1;49;3'1;52;4'1;56;5'1;79;;;;;;;;;;;;
Sa;19750920;15:30;Fortuna Düsseldorf;Karlsruher SC;0;2;0;1;0'1;18;0'2;71;;;;;;;;;;;;;;;;;;;;
Sa;19750920;15:30;Hamburger SV;Rot-Weiss Essen;4;1;1;0;1'0;10;1'1;68;2'1;73;3'1;80;4'1;85;;;;;;;;;;;;;;
Sa;19750920;15:30;KFC Uerdingen 05;Werder Bremen;2;1;2;1;1'0;11;1'1;28;2'1;44;;;;;;;;;;;;;;;;;;
Sa;19750920;15:30;1. FC Köln;MSV Duisburg;3;2;1;1;0'1;2;1'1;22;2'1;47;3'1;49;3'2;82;;;;;;;;;;;;;;
Sa;19750927;15:30;Eintracht Braunschweig;Kickers Offenbach;5;1;2;0;1'0;26;2'0;28;3'0;48;4'0;60;5'0;69;5'1;77;;;;;;;;;;;;
Sa;19750927;15:30;Eintracht Frankfurt;1. FC Kaiserslautern;1;1;1;0;1'0;3;1'1;75;;;;;;;;;;;;;;;;;;;;
Sa;19750927;15:30;Karlsruher SC;FC Schalke 04;2;2;0;2;0'1;10;0'2;15;1'2;55;2'2;68;;;;;;;;;;;;;;;;
Sa;19750927;15:30;VfL Bochum;Hamburger SV;0;3;0;1;0'1;38;0'2;85;0'3;88;;;;;;;;;;;;;;;;;;
Sa;19750927;15:30;Werder Bremen;Fortuna Düsseldorf;3;0;1;0;1'0;27;2'0;52;3'0;67;;;;;;;;;;;;;;;;;;
Sa;19750927;15:30;Rot-Weiss Essen;MSV Duisburg;5;2;3;2;0'1;5;1'1;24;2'1;34;2'2;40;3'2;44;4'2;76;5'2;79;;;;;;;;;;
Sa;19750927;15:30;KFC Uerdingen 05;1. FC Köln;1;1;1;0;1'0;44;1'1;88;;;;;;;;;;;;;;;;;;;;
Sa;19750927;15:30;Bayern München;Hannover 96;3;1;1;0;1'0;18;2'0;61;3'0;75;3'1;82;;;;;;;;;;;;;;;;
Sa;19750927;19:30;Hertha BSC;Bor. Mönchengladbach;3;0;1;0;1'0;34;2'0;46;3'0;86;;;;;;;;;;;;;;;;;;
Sa;19751004;15:30;Bor. Mönchengladbach;Eintracht Braunschweig;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19751004;15:30;Hannover 96;Hertha BSC;2;6;1;3;0'1;9;0'2;14;0'3;18;1'3;42;2'3;58;2'4;68;2'5;80;2'6;90;;;;;;;;
Sa;19751004;15:30;Kickers Offenbach;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19751004;15:30;Hamburger SV;Eintracht Frankfurt;4;2;3;1;0'1;17;1'1;23;2'1;25;3'1;39;3'2;65;4'2;71;;;;;;;;;;;;
Sa;19751004;15:30;FC Schalke 04;Werder Bremen;4;2;2;1;1'0;11;2'0;17;2'1;18;3'1;57;4'1;74;4'2;85;;;;;;;;;;;;
Sa;19751004;15:30;MSV Duisburg;VfL Bochum;1;1;0;0;0'1;55;1'1;86;;;;;;;;;;;;;;;;;;;;
Sa;19751004;15:30;Fortuna Düsseldorf;KFC Uerdingen 05;2;0;0;0;1'0;70;2'0;72;;;;;;;;;;;;;;;;;;;;
Sa;19751004;15:30;1. FC Köln;Rot-Weiss Essen;3;0;0;0;1'0;53;2'0;58;3'0;73;;;;;;;;;;;;;;;;;;
Sa;19751004;15:30;1. FC Kaiserslautern;Bayern München;2;1;1;1;1'0;34;1'1;38;2'1;85;;;;;;;;;;;;;;;;;;
Fr;19751024;20:00;VfL Bochum;Rot-Weiss Essen;2;1;0;0;1'0;47;1'1;52;2'1;90;;;;;;;;;;;;;;;;;;
Sa;19751025;14:30;KFC Uerdingen 05;FC Schalke 04;3;2;1;0;1'0;36;2'0;60;2'1;65;3'1;67;3'2;75;;;;;;;;;;;;;;
Sa;19751025;15:30;Hertha BSC;1. FC Kaiserslautern;3;0;1;0;1'0;14;2'0;54;3'0;83;;;;;;;;;;;;;;;;;;
Sa;19751025;15:30;Werder Bremen;Kickers Offenbach;3;1;1;1;1'0;31;1'1;34;2'1;51;3'1;90;;;;;;;;;;;;;;;;
Sa;19751025;15:30;Eintracht Frankfurt;MSV Duisburg;1;1;1;0;1'0;12;1'1;59;;;;;;;;;;;;;;;;;;;;
Sa;19751025;15:30;Fortuna Düsseldorf;1. FC Köln;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19751025;15:30;Bayern München;Hamburger SV;1;0;1;0;1'0;13;;;;;;;;;;;;;;;;;;;;;;
Sa;19751025;15:30;Eintracht Braunschweig;Hannover 96;3;2;2;1;1'0;3;2'0;11;2'1;35;2'2;51;3'2;67;;;;;;;;;;;;;;
So;19751026;15:30;Karlsruher SC;Bor. Mönchengladbach;2;4;1;2;1'0;20;1'1;25;1'2;27;2'2;47;2'3;69;2'4;81;;;;;;;;;;;;
Fr;19751031;20:00;Bor. Mönchengladbach;Werder Bremen;3;0;1;0;1'0;40;2'0;70;3'0;83;;;;;;;;;;;;;;;;;;
Fr;19751031;20:00;Rot-Weiss Essen;Eintracht Frankfurt;4;3;1;0;1'0;29;1'1;48;2'1;55;3'1;63;3'2;67;3'3;70;4'3;87;;;;;;;;;;
Fr;19751031;20:00;FC Schalke 04;Fortuna Düsseldorf;2;0;2;0;1'0;21;2'0;29;;;;;;;;;;;;;;;;;;;;
Fr;19751031;20:00;1. FC Köln;VfL Bochum;1;0;0;0;1'0;86;;;;;;;;;;;;;;;;;;;;;;
Fr;19751031;20:00;MSV Duisburg;Bayern München;1;1;1;1;1'0;6;1'1;14;;;;;;;;;;;;;;;;;;;;
Sa;19751101;15:30;Hamburger SV;Hertha BSC;2;1;1;1;0'1;3;1'1;14;2'1;82;;;;;;;;;;;;;;;;;;
Sa;19751101;15:30;Kickers Offenbach;KFC Uerdingen 05;2;3;1;2;0'1;15;0'2;23;1'2;42;2'2;60;2'3;89;;;;;;;;;;;;;;
Sa;19751101;15:30;Hannover 96;Karlsruher SC;2;0;2;0;1'0;6;2'0;39;;;;;;;;;;;;;;;;;;;;
Sa;19751101;15:30;1. FC Kaiserslautern;Eintracht Braunschweig;3;1;0;0;1'0;57;2'0;71;3'0;77;3'1;90;;;;;;;;;;;;;;;;
Sa;19751108;14:30;KFC Uerdingen 05;Bor. Mönchengladbach;1;1;0;0;0'1;79;1'1;88;;;;;;;;;;;;;;;;;;;;
Sa;19751108;15:30;Hertha BSC;MSV Duisburg;1;2;1;2;1'0;10;1'1;19;1'2;40;;;;;;;;;;;;;;;;;;
Sa;19751108;15:30;Fortuna Düsseldorf;Kickers Offenbach;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19751108;15:30;Eintracht Frankfurt;VfL Bochum;6;0;1;0;1'0;25;2'0;48;3'0;54;4'0;60;5'0;84;6'0;86;;;;;;;;;;;;
Sa;19751108;15:30;FC Schalke 04;1. FC Köln;3;1;1;1;0'1;26;1'1;30;2'1;67;3'1;69;;;;;;;;;;;;;;;;
Sa;19751108;15:30;Bayern München;Rot-Weiss Essen;5;1;1;0;1'0;18;2'0;50;3'0;71;4'0;76;5'0;83;5'1;84;;;;;;;;;;;;
Sa;19751108;15:30;Werder Bremen;Hannover 96;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19751108;15:30;Eintracht Braunschweig;Hamburger SV;1;0;1;0;1'0;11;;;;;;;;;;;;;;;;;;;;;;
Sa;19751108;15:30;Karlsruher SC;1. FC Kaiserslautern;3;5;0;2;0'1;1;0'2;35;1'2;56;1'3;60;2'3;68;2'4;73;3'4;80;3'5;82;;;;;;;;
Fr;19751114;20:00;Kickers Offenbach;FC Schalke 04;1;1;1;0;1'0;42;1'1;73;;;;;;;;;;;;;;;;;;;;
Sa;19751115;15:30;Bor. Mönchengladbach;Fortuna Düsseldorf;1;0;0;0;1'0;72;;;;;;;;;;;;;;;;;;;;;;
Sa;19751115;15:30;MSV Duisburg;Eintracht Braunschweig;1;0;0;0;1'0;65;;;;;;;;;;;;;;;;;;;;;;
Sa;19751115;15:30;Rot-Weiss Essen;Hertha BSC;3;1;2;1;1'0;10;1'1;20;2'1;36;3'1;47;;;;;;;;;;;;;;;;
Sa;19751115;15:30;1. FC Köln;Eintracht Frankfurt;3;3;0;2;0'1;15;0'2;45;1'2;49;2'2;51;2'3;57;3'3;59;;;;;;;;;;;;
Sa;19751115;15:30;VfL Bochum;Bayern München;3;1;2;0;1'0;27;2'0;30;3'0;74;3'1;80;;;;;;;;;;;;;;;;
Sa;19751115;15:30;Hannover 96;KFC Uerdingen 05;3;1;1;1;1'0;26;1'1;43;2'1;73;3'1;79;;;;;;;;;;;;;;;;
Sa;19751115;15:30;1. FC Kaiserslautern;Werder Bremen;4;0;1;0;1'0;13;2'0;47;3'0;82;4'0;90;;;;;;;;;;;;;;;;
Sa;19751115;15:30;Hamburger SV;Karlsruher SC;3;0;0;0;1'0;66;2'0;74;3'0;76;;;;;;;;;;;;;;;;;;
Sa;19751122;14:30;KFC Uerdingen 05;1. FC Kaiserslautern;2;2;0;1;0'1;30;1'1;75;1'2;78;2'2;89;;;;;;;;;;;;;;;;
Sa;19751122;15:30;FC Schalke 04;Bor. Mönchengladbach;2;2;0;0;0'1;49;1'1;61;2'1;82;2'2;87;;;;;;;;;;;;;;;;
Sa;19751122;15:30;Hertha BSC;VfL Bochum;4;1;4;1;1'0;1;1'1;16;2'1;17;3'1;42;4'1;44;;;;;;;;;;;;;;
Sa;19751122;15:30;1. FC Köln;Kickers Offenbach;4;0;2;0;1'0;13;2'0;41;3'0;47;4'0;59;;;;;;;;;;;;;;;;
Sa;19751122;15:30;Eintracht Frankfurt;Bayern München;6;0;5;0;1'0;8;2'0;17;3'0;28;4'0;40;5'0;45;6'0;61;;;;;;;;;;;;
Sa;19751122;15:30;Fortuna Düsseldorf;Hannover 96;3;0;1;0;1'0;25;2'0;54;3'0;62;;;;;;;;;;;;;;;;;;
Sa;19751122;15:30;Eintracht Braunschweig;Rot-Weiss Essen;1;1;0;0;1'0;72;1'1;85;;;;;;;;;;;;;;;;;;;;
Sa;19751122;15:30;Karlsruher SC;MSV Duisburg;2;2;0;0;0'1;63;0'2;80;1'2;83;2'2;85;;;;;;;;;;;;;;;;
Sa;19751122;15:30;Werder Bremen;Hamburger SV;1;3;0;2;0'1;35;0'2;39;0'3;67;1'3;87;;;;;;;;;;;;;;;;
Fr;19751128;20:00;Bor. Mönchengladbach;Kickers Offenbach;2;0;1;0;1'0;13;2'0;48;;;;;;;;;;;;;;;;;;;;
Fr;19751128;20:00;VfL Bochum;Eintracht Braunschweig;2;0;0;0;1'0;57;2'0;72;;;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;Eintracht Frankfurt;Hertha BSC;1;1;1;0;1'0;19;1'1;53;;;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;Hannover 96;FC Schalke 04;1;1;1;0;1'0;28;1'1;54;;;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;1. FC Kaiserslautern;Fortuna Düsseldorf;2;1;1;0;1'0;23;1'1;60;2'1;80;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;Rot-Weiss Essen;Karlsruher SC;1;0;0;0;1'0;70;;;;;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;Hamburger SV;KFC Uerdingen 05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;MSV Duisburg;Werder Bremen;2;0;2;0;1'0;6;2'0;22;;;;;;;;;;;;;;;;;;;;
Sa;19751129;15:30;Bayern München;1. FC Köln;1;2;1;1;1'0;15;1'1;41;1'2;69;;;;;;;;;;;;;;;;;;
Sa;19751206;14:30;KFC Uerdingen 05;MSV Duisburg;0;4;0;1;0'1;7;0'2;48;0'3;87;0'4;89;;;;;;;;;;;;;;;;
Sa;19751206;15:30;Fortuna Düsseldorf;Hamburger SV;1;0;0;0;1'0;77;;;;;;;;;;;;;;;;;;;;;;
Sa;19751206;15:30;1. FC Köln;Bor. Mönchengladbach;0;4;0;3;0'1;24;0'2;35;0'3;38;0'4;62;;;;;;;;;;;;;;;;
Sa;19751206;15:30;Hertha BSC;Bayern München;2;1;0;1;0'1;8;1'1;69;2'1;71;;;;;;;;;;;;;;;;;;
Sa;19751206;15:30;Kickers Offenbach;Hannover 96;1;0;0;0;1'0;82;;;;;;;;;;;;;;;;;;;;;;
Sa;19751206;15:30;Eintracht Braunschweig;Eintracht Frankfurt;2;0;1;0;1'0;35;2'0;79;;;;;;;;;;;;;;;;;;;;
Sa;19751206;15:30;FC Schalke 04;1. FC Kaiserslautern;2;2;0;1;0'1;5;1'1;52;2'1;79;2'2;86;;;;;;;;;;;;;;;;
Sa;19751206;15:30;Karlsruher SC;VfL Bochum;2;2;0;1;0'1;20;1'1;46;2'1;50;2'2;84;;;;;;;;;;;;;;;;
Sa;19751206;15:30;Werder Bremen;Rot-Weiss Essen;3;3;2;1;0'1;7;1'1;15;2'1;33;3'1;77;3'2;79;3'3;90;;;;;;;;;;;;
Fr;19760116;20:00;Fortuna Düsseldorf;MSV Duisburg;1;3;0;0;0'1;58;0'2;70;0'3;71;1'3;80;;;;;;;;;;;;;;;;
Sa;19760117;14:30;KFC Uerdingen 05;Rot-Weiss Essen;1;1;0;0;1'0;54;1'1;75;;;;;;;;;;;;;;;;;;;;
Sa;19760117;15:30;Bor. Mönchengladbach;Hannover 96;2;0;1;0;1'0;29;2'0;75;;;;;;;;;;;;;;;;;;;;
Sa;19760117;15:30;Eintracht Braunschweig;Bayern München;1;1;0;0;0'1;53;1'1;82;;;;;;;;;;;;;;;;;;;;
Sa;19760117;15:30;Kickers Offenbach;1. FC Kaiserslautern;1;4;0;2;0'1;15;0'2;34;1'2;57;1'3;77;1'4;82;;;;;;;;;;;;;;
Sa;19760117;15:30;Karlsruher SC;Eintracht Frankfurt;1;0;0;0;1'0;69;;;;;;;;;;;;;;;;;;;;;;
Sa;19760117;15:30;FC Schalke 04;Hamburger SV;0;1;0;0;0'1;49;;;;;;;;;;;;;;;;;;;;;;
Sa;19760117;15:30;Werder Bremen;VfL Bochum;4;1;1;1;0'1;31;1'1;36;2'1;49;3'1;65;4'1;78;;;;;;;;;;;;;;
Sa;19760117;15:30;1. FC Köln;Hertha BSC;2;0;0;0;1'0;82;2'0;85;;;;;;;;;;;;;;;;;;;;
Sa;19760124;15:30;1. FC Kaiserslautern;Bor. Mönchengladbach;0;3;0;2;0'1;16;0'2;31;0'3;84;;;;;;;;;;;;;;;;;;
Sa;19760124;15:30;Hertha BSC;Eintracht Braunschweig;1;0;0;0;1'0;90;;;;;;;;;;;;;;;;;;;;;;
Sa;19760124;15:30;Hamburger SV;Kickers Offenbach;2;0;0;0;1'0;56;2'0;61;;;;;;;;;;;;;;;;;;;;
Sa;19760124;15:30;Eintracht Frankfurt;Werder Bremen;2;0;0;0;1'0;58;2'0;71;;;;;;;;;;;;;;;;;;;;
Sa;19760124;15:30;MSV Duisburg;FC Schalke 04;1;3;1;1;1'0;6;1'1;34;1'2;60;1'3;81;;;;;;;;;;;;;;;;
Sa;19760124;15:30;VfL Bochum;KFC Uerdingen 05;3;0;2;0;1'0;13;2'0;23;3'0;61;;;;;;;;;;;;;;;;;;
Sa;19760124;15:30;Rot-Weiss Essen;Fortuna Düsseldorf;2;2;1;2;0'1;1;0'2;17;1'2;38;2'2;48;;;;;;;;;;;;;;;;
Sa;19760124;15:30;Hannover 96;1. FC Köln;3;3;1;0;1'0;19;1'1;62;2'1;70;2'2;73;2'3;79;3'3;87;;;;;;;;;;;;
Sa;19760124;15:30;Bayern München;Karlsruher SC;2;0;1;0;1'0;20;2'0;55;;;;;;;;;;;;;;;;;;;;
Sa;19760207;15:30;Bor. Mönchengladbach;Hamburger SV;1;1;1;1;1'0;21;1'1;26;;;;;;;;;;;;;;;;;;;;
Sa;19760207;15:30;Karlsruher SC;Hertha BSC;3;0;1;0;1'0;18;2'0;66;3'0;90;;;;;;;;;;;;;;;;;;
Sa;19760207;15:30;Kickers Offenbach;MSV Duisburg;2;1;0;0;1'0;77;1'1;80;2'1;84;;;;;;;;;;;;;;;;;;
Sa;19760207;15:30;KFC Uerdingen 05;Eintracht Frankfurt;0;5;0;1;0'1;34;0'2;56;0'3;83;0'4;86;0'5;89;;;;;;;;;;;;;;
